etmiss mtw leadleptPt leadleptEta leadleptE leadleptPhi Q_leadlep leadleptID n_TopLRjets leadTopLRjet_pt leadTopLRjet_eta leadTopLRjet_phi leadTopLRjet_m leadTopLRjet_Tau32 n_jets leadjet_pt leadjet_eta n_bjets leadbjet_pt leadbjet_eta ttbarMLR largeRjet_pt_total largeRjet_eta_total largeRjet_phi_total largeRjet_m_total largeRjet_tau32_total weight
50.3358 55.7215 50.1769 -0.221682 51.4148 -2.78035 1 11 1 361.061 1.29726 0.54879 151.574 0.714747 2 212.087 0.336135 1 322.971 1.19717 0 619.521 1.57808 -2.01187 226.551 1.26861 0.864883
59.479 19.1123 57.6635 -0.393223 62.1794 1.51882 -1 13 1 336.447 -0.361348 -2.39365 151.642 0.649677 1 313.912 -0.493451 1 313.912 -0.493451 744.259 336.447 -0.361348 -2.39365 151.642 0.649677 0.687517
260.759 42.8538 39.2247 -0.949067 58.2567 -1.13684 1 13 1 318.061 -1.43656 2.5281 105.01 0.571059 1 41.4098 -1.44757 1 41.4098 -1.44757 319.002 318.061 -1.43656 2.5281 105.01 0.571059 0.584139
