etmiss mtw lepton_1_pt lepton_1_eta lepton_1_E lepton_1_phi lep_charge lep_type TopLRjet_n largeRjet_pt largeRjet_eta largeRjet_phi largeRjet_m largeRjet_tau32
35.0781 112.942 218.265 0.963151 327.575 -2.02539 -1 13 1 374.769 -0.083131 1.13266 131.985 0.674043
31.0497 55.9866 287.086 -0.488517 322.029 -0.313755 1 13 1 429.825 -0.965832 3.01623 108.539 0.544959
21.6741 137.185 218.773 0.41966 238.322 0.717468 1 13 1 322.012 0.0754145 3.11349 169.663 0.566957
56.7138 24.7777 163.309 -1.93731 578.452 -1.35616 -1 13 1 399.068 -0.960604 1.09066 105.203 0.550378
66.4883 36.7829 106.391 -0.347415 112.876 2.7596 1 13 1 456.579 -0.831391 -0.645834 105.72 0.69116
83.9659 347.321 375.344 0.139427 378.998 1.23833 1 13 1 405.079 0.216078 -2.06484 114.332 0.612533
62.8883 190.229 216.213 -1.70898 616.679 2.73992 -1 13 1 355.034 0.598489 -0.866032 150.075 0.51984
