,ID,etmiss,mtw,leadleptPt,leadleptEta,leadleptE,leadleptPhi,Q_leadlep,leadleptID,n_TopLRjets,leadTopLRjet_pt,leadTopLRjet_eta,leadTopLRjet_phi,leadTopLRjet_m,leadTopLRjet_Tau32,n_jets,leadjet_pt,leadjet_eta,n_bjets,leadbjet_pt,leadbjet_eta,ttbarMLR,largeRjet_pt_total,largeRjet_eta_total,largeRjet_phi_total,largeRjet_m_total,largeRjet_tau32_total,weight,scale,label
3028,signal,69.8174,40.0067,86.7113,-0.370939,92.7456,-1.46339,-1,11,1,376.809,0.681482,2.4656,151.837,0.595075,1,180.244,0.0291136,1,180.244,0.0291136,709.453,376.809,0.681482,2.4656,151.837,0.595075,1.88717,0.0567221,1
3029,signal,56.7628,118.653,330.596,0.794524,440.549,2.23839,-1,11,1,402.031,1.07128,-0.806975,145.405,0.392481,1,85.8866,0.46937,1,85.8866,0.46937,857.919,802.227,1.83143,1.54886,262.047,1.16583,0.65954,0.0567221,1
3030,signal,91.7746,72.299,106.913,1.88303,359.524,-1.69303,1,13,1,380.566,0.752125,2.01714,194.25,0.398346,1,188.578,1.99789,1,188.578,1.99789,864.062,380.566,0.752125,2.01714,194.25,0.398346,1.16262,0.0567221,1
3031,signal,266.541,92.2392,94.725,-0.650878,115.508,0.20961,1,13,1,377.259,-0.109582,-2.63389,156.005,0.153989,1,86.2231,-0.131369,2,90.3851,0.408666,557.816,377.259,-0.109582,-2.63389,156.005,0.153989,0.630848,0.0567221,1
3032,signal,27.7046,157.447,365.269,-0.970194,551.094,-2.60484,1,11,1,416.112,-0.899603,0.469579,164.431,0.340991,1,84.7793,-0.909008,3,202.698,-1.07459,898.904,889.611,-1.86088,-2.26768,309.252,0.740786,1.00395,0.0567221,1
3033,signal,97.4514,89.3488,340.848,1.24656,641.792,1.48014,1,11,1,348.77,0.43828,-1.81815,171.18,0.686615,2,218.435,-0.140182,2,220.163,0.339039,1079.99,348.77,0.43828,-1.81815,171.18,0.686615,0.665624,0.0567221,1
3034,signal,92.6569,23.7562,190.655,0.475201,212.589,-2.7571,1,11,1,331.188,-0.369198,0.461231,171.291,0.590295,1,55.6984,0.407934,1,105.693,-0.153236,0.0,331.188,-0.369198,0.461231,171.291,0.590295,0.992795,0.0567221,1
3035,signal,81.8324,2.36279,220.133,2.00563,832.694,-2.4852,1,13,1,439.86,1.41983,0.850935,201.584,0.244431,1,142.082,2.37343,1,88.7979,1.26778,0.0,439.86,1.41983,0.850935,201.584,0.244431,1.10231,0.0567221,1
3036,signal,125.32,4.86852,159.648,-0.505525,180.485,1.14177,1,11,1,349.042,0.463626,-2.13871,154.045,0.103255,1,82.7402,0.423418,1,93.6702,0.542387,0.0,349.042,0.463626,-2.13871,154.045,0.103255,0.863216,0.0567221,1
3037,signal,95.327,138.639,95.2722,1.9313,335.521,3.05455,-1,13,1,305.594,1.21265,-0.17942,140.523,0.282417,1,285.802,1.34806,2,285.802,1.34806,732.462,305.594,1.21265,-0.17942,140.523,0.282417,0.997043,0.0567221,1
3038,signal,372.51,10.9713,36.5397,0.696233,45.7594,-1.57269,1,11,1,445.488,1.17854,1.69275,175.959,0.287619,2,39.8246,0.73594,2,127.397,0.596737,0.0,445.488,1.17854,1.69275,175.959,0.287619,0.880151,0.0567221,1
3039,signal,250.772,66.6545,116.153,-0.346052,123.177,-1.30151,1,11,1,578.451,-0.980032,1.6616,325.814,0.218043,1,50.1501,-1.27029,1,183.767,-0.650118,0.0,578.451,-0.980032,1.6616,325.814,0.218043,0.97476,0.0567221,1
3040,signal,41.9241,88.8925,110.308,-0.423762,120.361,-2.26971,-1,11,1,409.931,-1.80956,0.416697,126.545,0.314445,1,258.21,-0.456907,1,258.21,-0.456907,974.152,791.967,-2.26228,-2.17035,213.65,0.582214,1.02519,0.0567221,1
3041,signal,54.2552,15.8182,213.919,-0.634976,258.513,0.177864,-1,11,1,336.653,0.773186,2.87858,125.381,0.260734,1,113.262,-1.80664,1,67.3818,1.42821,0.0,336.653,0.773186,2.87858,125.381,0.260734,1.09626,0.0567221,1
